longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value
-0.576011;0.028933316;1.8883677;-0.084245294;0.003206064;-0.3714149;-0.060497656;-1.2429483;113900.0
-0.576011;0.028933316;1.8883677;-0.42716122;-0.4797458;-0.5127358;-0.45970976;-0.95280015;99700.0
-0.576011;0.028933316;1.8883677;-0.18143538;-0.24300468;-0.37926605;-0.20661451;-0.68570584;132600.0
-0.57807004;0.029036181;;-0.9557468;-0.98637176;-0.980316;-0.9972111;-0.8106555;107500.0
-0.57807004;0.029036181;1.6483244;-0.6829728;-0.699915;-0.72733414;-0.68410355;-0.7750556;93800.0
-0.57807004;0.029036181;1.8883677;-0.33088803;-0.28088325;-0.29552034;-0.27184525;-1.19009;105500.0
-0.57807004;0.028933316;1.7283388;-0.24653439;-0.11279708;-0.27022216;-0.07354381;-1.2955521;108900.0
-0.57807004;0.028933316;1.8883677;-0.8668088;-0.89877754;-0.91227263;-0.9032788;-1.2668302;132000.0
-0.57807004;0.028933316;1.6483244;-0.32263604;-0.21933058;-0.5040123;-0.3214206;-1.1140501;122300.0
-0.57807004;0.028933316;1.8883677;-0.21398488;-0.1388386;-0.23794517;-0.15703915;-1.0923337;115200.0
-0.576011;0.028933316;1.5683099;-0.31988537;-0.3092922;-0.36181903;-0.43361747;-1.1971589;110400.0
-0.576011;0.028830454;1.6483244;-0.44228986;-0.41109088;-0.59909856;-0.44927284;-1.4658455;104900.0
-0.576011;0.028830454;1.8083533;0.020738317;0.08133063;;0.09083766;-0.60272443;109700.0
-0.576011;0.028830454;1.6483244;-0.6440051;-0.6099534;-0.7596111;-0.61887276;-1.3950917;97200.0
-0.576011;0.028830454;1.5683099;-0.3767324;-0.25484174;-0.39584073;-0.33185753;-1.642762;104500.0
-0.57807004;0.028830454;1.8883677;-0.5083057;-0.354273;-0.47086293;-0.25618985;-1.4433647;103900.0
-0.5739535;0.028830454;1.8883677;-0.52710193;-0.49631765;-0.65580136;-0.50145745;-0.1252789;191400.0
-0.5739535;0.028830454;1.8883677;-0.08607907;0.4151356;-0.05562377;0.5083144;-0.6922017;176000.0
-0.5739535;0.028830454;1.8883677;-0.43770543;-0.2856181;-0.43160713;-0.2770637;-1.0055312;155400.0
-0.5739535;0.028830454;1.8083533;-0.7719109;-0.54129845;-0.8058458;-0.6580112;-1.5230345;150000.0
-0.5739535;0.028933316;1.6483244;-0.87414384;-0.79934627;-0.8538251;-0.814565;-1.6887425;118800.0
-0.5739535;0.028933316;1.8883677;-0.7654927;-0.79934627;-0.84946334;-0.79108196;0.18314685;188800.0
-0.5739535;0.028830454;1.8883677;-0.5394799;-0.54129845;-0.68109953;-0.54581434;-0.42300564;184400.0
-0.5739535;0.028830454;1.8883677;-0.4418314;-0.28325066;-0.6305032;-0.3109837;-0.63679576;182300.0
-0.5739535;0.028830454;1.7283388;-0.68526506;-0.51525694;-0.719483;-0.5145036;-1.0512569;142500.0
-0.576011;0.028727552;1.1682378;-0.7393614;-0.5389311;-0.7700794;-0.6475743;-1.2367072;137500.0
-0.5739535;0.028727552;0.92819446;-0.91494536;-0.81591815;-0.88784677;-0.8902327;-1.7361239;187500.0
-0.576011;0.028727552;0.92819446;-0.7673265;-0.38978416;-0.6462055;-0.38926056;-1.211106;112500.0
-0.576011;0.028727552;-0.5920799;-0.79024863;-0.2051261;-0.61567324;-0.16486683;-1.7544652;171900.0
-0.576011;0.028727552;1.1682378;-0.34464136;-0.19802387;-0.33128673;-0.24575295;-1.3833735;93800.0
-0.576011;0.028727552;1.0082089;0.27563304;0.74183834;0.4520846;0.5709359;-1.6341009;97500.0
-0.576011;0.028727552;1.8883677;-0.45375094;-0.19802387;-0.24317928;-0.26401755;-1.5470437;104200.0
-0.57807004;0.028727552;1.8883677;-0.66463506;-0.72122175;-0.6453332;-0.69975895;-1.3163134;87500.0
-0.57807004;0.028727552;1.8883677;-0.7677849;-0.7022824;-0.75437707;-0.73367894;-1.4427279;83100.0
-0.57807004;0.028727552;1.8883677;-0.6334609;-0.59574896;-0.7142489;-0.6319189;-1.3826092;87500.0
-0.57807004;0.028727552;1.8883677;-0.5183915;-0.48448062;-0.6217797;-0.6710574;-1.8210796;85300.0
-0.57807004;0.028727552;1.8883677;-0.56515276;-0.47027615;-0.31994617;-0.5145036;-1.5664037;80300.0
-0.5801291;0.028727552;-2.1123543;-1.1285801;-1.1757647;-1.1748503;-1.1589833;-0.7095876;60000.0
-0.5801291;0.028830454;1.8883677;-0.6870988;-0.7780396;-0.77356875;-0.8197835;-0.18074845;75700.0
-0.5801291;0.028727552;1.6483244;-1.1391243;-1.2089084;-1.1818291;-1.2476971;1.5549189;75000.0
-0.5801291;0.02862469;1.7283388;-0.852597;-0.8277552;-0.92797494;-0.9893834;-1.767648;86100.0
-0.5821881;0.02862469;1.8883677;-0.6398791;-0.7164869;-0.80235636;-0.89284194;-1.5830257;76100.0
-0.5821881;0.02862469;1.5683099;-0.8214228;-0.8466945;-0.91488963;-0.96068186;-0.6896542;73500.0
-0.5821881;0.02862469;1.8883677;-0.7379861;-0.7827744;-0.7299512;-0.8197835;-1.598501;78400.0
-0.5821881;0.02862469;1.5683099;-0.5339786;-0.4394998;-0.56943864;-0.44144517;-1.828467;84400.0
-0.5801291;0.028521786;1.8883677;-0.73019254;-0.699915;-0.82765454;-0.9241527;-0.6797194;81300.0
-0.5821881;0.02862469;1.8883677;-0.9387844;-1.0195155;-1.0178272;-1.0937526;-1.1623232;85000.0
-0.5801291;0.02862469;1.4082811;0.08308667;0.2470494;0.33344483;0.28652987;-1.7172734;129200.0
-0.5801291;0.02862469;-0.19200769;-0.84892946;-0.91771686;-0.91488963;-0.97633725;-1.2130802;82500.0
-0.5801291;0.02862469;1.4082811;-0.7723693;-0.5744422;-0.74914294;-0.5849528;-1.8775045;95200.0
-0.5801291;0.02862469;1.6483244;-0.81408775;-0.79461145;-0.7683347;-0.9111065;-1.2270272;75000.0
-0.5801291;0.02862469;1.4082811;-1.1955129;-1.2680937;-1.241149;-1.2894448;-2.0231516;67500.0
-0.5801291;0.02862469;-0.67209435;-0.8182137;-0.8964101;-1.0038695;-0.96068186;-0.760217;137500.0
-0.57807004;0.02862469;-0.9121376;-0.63391936;-0.18381941;-0.59211975;-0.16225761;-1.7530005;177500.0
-0.57807004;0.02862469;0.6081367;0.1348908;0.052921697;-0.17862529;0.02038846;-0.78352576;102100.0
-0.57807004;0.02862469;-0.75210875;-0.64767265;-0.7022824;-0.6278861;-0.76759887;-1.6339098;108300.0
-0.5801291;0.02862469;-0.432051;-0.4010299;-0.3921516;-0.3373932;-0.45970976;-1.8303776;112500.0
-0.57807004;0.028521786;0.7681656;-0.8874387;-0.860899;-0.9567625;-0.9032788;-1.0605549;131300.0
-0.57807004;0.02862469;-0.9121376;-0.77741224;-0.5933815;-0.72558945;-0.55364203;-1.3862394;162500.0
-0.576011;0.02862469;1.8883677;-1.1047411;-1.1449883;-1.097211;-1.1615926;-1.598501;112500.0
-0.57807004;0.02862469;1.8883677;-1.0451434;-1.0479244;-1.0823811;-1.0807065;-1.3729929;112500.0
-0.57807004;0.02862469;1.8883677;-1.024055;-0.8893079;-0.9550178;-0.9032788;-1.827257;137500.0
-0.57807004;0.02862469;0.52812225;-0.7664096;-0.84195966;-0.84946334;-0.86674964;-1.1895804;118800.0
-0.57807004;0.02862469;1.8883677;-0.84663725;-0.93902355;-0.92797494;-1.007648;-0.8077897;98200.0
-0.576011;0.02862469;0.92819446;-0.79758376;-0.20986094;-0.74914294;-0.31620213;-1.7193112;118800.0
-0.576011;0.02862469;-1.4722388;-0.799876;-0.45370427;-0.78054756;-0.44666362;-1.8575075;162500.0
-0.576011;0.028521786;-1.4722388;-1.1528777;-1.178132;-1.1478074;-1.2059494;-1.722368;137500.0
-0.576011;0.028521786;-0.9921521;-0.74532115;-0.34953818;-0.5589704;-0.36316827;-1.0080786;162500.0
-0.57807004;0.028521786;1.8883677;-1.1024488;-1.0715985;-0.46824586;-1.0780972;-1.7894919;137500.0
-0.57807004;0.028521786;1.8883677;-1.1570036;-1.2041736;-1.0902323;-1.2189956;-1.8638759;162500.0
-0.576011;0.028418923;-0.11199326;-0.7173561;-0.45607167;-0.6305032;-0.51972204;-0.6631613;187500.0
-0.576011;0.028521786;0.84818006;-0.41478324;0.19733377;-0.099241324;-0.089199185;-1.1648071;179200.0
-0.5739535;0.028521786;0.6081367;1.2420324;4.586514;1.7693348;4.753531;-1.0617013;130000.0
-0.5739535;0.028727552;0.20806451;0.90599316;1.8734608;0.5297238;1.7711815;-0.5363647;183800.0
-0.5739535;0.02862469;0.04803562;-1.0474356;-1.0242504;-1.0806364;-1.0702696;-1.0638665;125000.0
-0.5739535;0.028727552;-0.5120655;0.48697558;1.7290487;0.5087874;1.9538275;-1.5655122;170000.0
-0.5739535;0.028727552;0.6881512;0.46451184;1.2910776;0.3465301;1.2493355;-0.6790826;193100.0
-0.57189447;0.02862469;0.04803562;0.93349975;2.0699558;0.75304574;1.9538275;-0.7549949;257800.0
-0.57189447;0.02862469;-0.03197882;1.46071;2.5173967;0.97898465;2.5983071;-0.29232433;273400.0
-0.57189447;0.02862469;0.84818006;-0.8095033;-0.70464987;-0.9175067;-0.7128051;-0.3513602;237500.0
-0.57189447;0.02862469;1.8883677;-0.213068;0.38199183;-0.47609705;0.29174834;-0.69876117;350000.0
-0.5739535;0.02862469;0.44810784;1.4905089;3.2536614;1.0889009;3.3602023;-0.53247994;335700.0
-0.5698354;0.028727552;1.8883677;-0.5092226;-0.7448958;-0.66888666;-0.6710574;0.7985339;313400.0
-0.5698354;0.02862469;1.8883677;-0.27220723;-0.1364712;-0.63835436;-0.11790071;-0.2572976;268500.0
-0.57189447;0.02862469;1.8883677;-0.39507017;-0.18855423;-0.6584184;-0.20661451;-0.32327515;259400.0
-0.5698354;0.028727552;1.8883677;0.3948284;0.5003624;0.0028237577;0.56571746;0.1421976;275700.0
-0.57189447;0.028727552;-0.03197882;0.3288125;0.74657315;0.06912245;0.7848927;0.14620972;225000.0
-0.57189447;0.028727552;1.8883677;-0.54819036;-0.5933815;-0.7770582;-0.6475743;0.90113014;262500.0
-0.57189447;0.028727552;0.28807896;0.54519796;1.321854;0.31861487;1.3589232;-0.658385;218500.0
-0.57189447;0.028727552;-0.19200769;0.6139645;1.5538603;0.26889086;1.867723;-0.41612774;255000.0
-0.57189447;0.028830454;1.8883677;-0.11175192;0.045819465;-0.4377136;0.046480753;-0.3364579;224100.0
-0.57189447;0.028830454;0.52812225;-0.46154448;-0.26431137;-0.6680143;-0.20661451;-0.13024639;243100.0
-0.57189447;0.028830454;1.8883677;-0.6146647;-0.59811634;-0.7910158;-0.5484236;-0.3399606;231600.0
-0.57189447;0.028830454;-0.03197882;1.1012902;2.865406;0.9746229;3.0262208;-0.7981733;218500.0
-0.57189447;0.028830454;;0.719865;1.3384259;0.30116785;1.3980616;-0.37384096;234100.0
-0.56777793;0.028933316;1.7283388;-0.04802824;-0.3329663;-0.4106707;-0.33446676;1.3901662;327600.0
-0.56777793;0.028933316;1.4882954;0.25454462;-0.2027587;-0.29900974;-0.04223305;1.0253792;347600.0
-0.5698354;0.028830454;1.0082089;-0.020063177;-0.31639442;-0.5642045;-0.32663906;1.4515582;366100.0
-0.5698354;0.029036181;0.6881512;-1.047894;-1.1497232;-1.1713609;-1.1850756;0.8199957;335000.0
-0.56777793;0.029036181;1.8883677;0.08262822;-0.30455738;-0.33128673;-0.25618985;1.6982735;373600.0
-0.5698354;0.028933316;1.8883677;0.4168337;0.08133063;-0.23009402;0.14041302;0.95564437;389500.0
-0.5698354;0.029036181;1.8883677;-0.003559201;-0.4134583;-0.47086293;-0.35012212;2.2663426;391100.0
-0.5657189;0.029036181;-0.03197882;1.2227777;1.2034835;0.5148939;1.186714;1.1337708;337300.0
-0.5657189;0.028933316;1.7283388;0.14451812;-0.15777789;-0.35745728;-0.05788843;2.4348528;295200.0
-0.56365985;0.028933316;1.2482523;0.3686971;0.13578108;-0.072198436;0.25000066;1.4919347;292300.0
-0.56365985;0.028830454;0.92819446;1.0870785;0.31807172;0.15286815;0.39872676;2.4694972;411500.0
-0.5616008;0.028933316;0.12805006;-0.18739514;-0.45843908;;-0.41274363;1.5219938;311500.0
-0.56365985;0.028933316;0.44810784;0.19173783;-0.1175319;-0.262371;-0.013531524;2.1513276;325900.0
-0.5595433;0.028933316;-0.8321232;-0.45971072;-0.780407;-0.7918882;-0.80151886;5.047015;392600.0
-0.5616008;0.028933316;0.52812225;0.11242706;-0.18855423;-0.3216909;-0.15182069;2.4273381;319300.0
-0.56365985;0.028830454;0.44810784;1.1210033;0.5879566;0.16246402;0.6909604;2.0512152;333300.0
-0.5595433;0.028830454;-0.03197882;-0.59311783;-0.84195966;-0.8529527;-0.8119558;2.8837674;335200.0
-0.5616008;0.028830454;-0.19200769;-0.47254714;-0.74963063;-0.784037;-0.757162;3.0086536;351200.0
-0.5595433;0.028830454;0.04803562;-0.37994152;-0.6359949;-0.6802272;-0.6058266;2.023321;368900.0
-0.5595433;0.028727552;0.28807896;-0.35977;-0.6525668;-0.70290834;-0.621482;2.9551585;365900.0
-0.5616008;0.028727552;;-0.6375869;-0.8490619;-0.8904638;-0.848485;2.1275733;366700.0
-0.5616008;0.028727552;0.84818006;0.52731866;-0.0133658135;-0.15332709;-0.0030946059;1.6898673;362800.0
-0.55748427;0.02862469;0.12805006;-1.0671487;-1.1876017;;-1.1720295;1.7103738;483300.0
-0.56365985;0.028727552;1.8883677;-0.11221036;-0.48921543;-0.54762983;-0.39447904;2.1513915;331400.0
-0.5616008;0.02862469;1.3282666;0.15781298;-0.2453721;-0.32605264;-0.19617759;1.9795696;323500.0
-0.56365985;0.028521786;1.7283388;0.09775686;0.15472037;-0.15768886;0.13258533;-0.49917278;216700.0
-0.56365985;0.028521786;0.7681656;-0.16768207;-0.010998402;-0.42724538;-0.03701459;-0.37925425;233100.0
-0.56365985;0.02862469;1.8883677;-0.56423587;-0.7756722;-0.81195223;-0.723242;0.99570215;296400.0
-0.5657189;0.02862469;1.8883677;-0.29742163;-0.48448062;-0.5895027;-0.50406665;1.8118236;273700.0
-0.5657189;0.028521786;1.8883677;-0.20023157;-0.17671718;-0.27196687;-0.10746379;-0.2633477;227700.0
-0.5657189;0.028521786;1.8883677;-0.15301186;-0.17908458;-0.32081854;-0.15703915;-0.41198823;199600.0
-0.5657189;0.028521786;1.8883677;0.046411168;0.003206064;-0.22311519;0.036043838;0.55156386;239800.0
-0.5657189;0.02862469;1.8883677;-0.27312413;-0.47501096;-0.5973538;-0.42057133;0.25173554;270100.0
-0.5657189;0.02862469;1.8883677;0.14864412;-0.008630991;-0.35484022;0.051699214;1.0662014;302100.0
-0.56777793;0.028521786;1.8883677;-0.26899812;-0.12700154;-0.57031095;-0.11007302;-0.32887942;269500.0
-0.56777793;0.02862469;1.8883677;-0.54406434;-0.7354262;-0.7229724;-0.7519435;0.6967654;314700.0
-0.5657189;0.02862469;1.8883677;0.14085057;-0.32586408;-0.36618078;-0.31620213;2.8528802;390100.0
-0.56777793;0.02862469;1.8883677;-0.139717;-0.5862793;-0.505757;-0.63452816;3.3132584;410300.0
-0.5698354;0.02862469;1.8883677;-0.061781555;-0.53656363;-0.42550066;-0.45449132;2.0266964;352400.0
-0.5698354;0.02862469;1.8883677;-0.5179331;-0.7141195;-0.7037807;-0.6397466;1.4988126;287300.0
-0.56777793;0.02862469;1.8883677;0.08904643;-0.4134583;-0.490927;-0.38926056;2.4399474;348700.0
-0.5698354;0.02862469;1.8883677;-0.2414915;0.024512764;-0.45603296;-0.04745151;-0.5916432;243800.0
-0.5698354;0.028521786;1.8883677;-0.7939162;-0.8798382;-0.9428049;-0.85109425;-0.94401157;211500.0
-0.57189447;0.028521786;1.8883677;-0.24424216;-0.07018368;-0.21264698;-0.03440536;-0.42147726;218400.0
-0.5698354;0.02862469;1.8883677;-0.04894513;-0.089122966;-0.34262732;0.043871526;-0.001093455;269900.0
-0.57189447;0.02862469;1.4082811;0.28067592;0.6992249;-0.05911317;0.6413851;-0.28767538;218800.0
-0.57189447;0.028521786;1.0882233;0.68777394;1.2437295;0.2392309;1.3406585;-0.47267988;225000.0
-0.57189447;0.028521786;1.1682378;-0.117253244;0.59742624;-0.071326084;0.57615435;-0.9768093;250000.0
-0.57189447;0.028521786;1.0082089;-0.5266435;-0.16724753;-0.33041438;-0.23009756;-1.3148485;171400.0
-0.57189447;0.028521786;0.04803562;-0.06957509;0.76787984;;0.70922506;-1.4544458;193800.0
-0.5698354;0.028418923;-0.11199326;-0.45283407;-0.11279708;-0.23532812;-0.1883499;-0.86574286;125000.0
-0.57189447;0.028418923;1.3282666;-0.38223374;-0.032305103;0.029866643;-0.10746379;-1.2097049;97500.0
-0.57189447;0.028418923;;-0.91265315;-0.83249;-0.60956675;-0.7963004;-0.656538;125000.0
-0.57189447;0.028418923;1.8883677;-0.5871581;-0.35190558;-0.30947796;-0.36055905;-0.95254534;138800.0
-0.57189447;0.028521786;0.6081367;-0.43174565;0.15708777;0.17816634;0.109102264;-0.9211488;116700.0
-0.57189447;0.028521786;1.1682378;-0.12642212;0.25415164;0.23486915;0.37263447;-1.2904572;151800.0
-0.5698354;0.028521786;1.8883677;-0.74440426;-0.7377936;-0.6191626;-0.7128051;-0.89605683;127000.0
-0.5698354;0.028521786;1.8883677;-0.47163025;-0.394519;-0.28156272;-0.4023067;-0.9682755;128600.0
-0.5698354;0.028521786;1.8883677;-0.4739225;-0.3353337;-0.37926605;-0.43361747;-0.9819678;140600.0
-0.5698354;0.028521786;1.4882954;-0.26303837;0.11447438;-0.19868936;0.1378038;-0.6671098;182700.0
-0.56777793;0.028521786;1.8883677;-0.6545493;-0.5933815;-0.5833962;-0.63713735;-0.8237108;146900.0
-0.5698354;0.028521786;1.8883677;-0.3744402;-0.28325066;-0.10447543;-0.26140833;-0.45835078;122800.0
-0.5698354;0.028521786;1.6483244;0.100049086;0.49562755;0.040334858;0.45873904;-0.7342337;169300.0
-0.56777793;0.028521786;1.8883677;-0.8420528;-0.84195966;-0.831144;-0.8223927;-1.107618;126600.0
-0.56777793;0.028521786;1.8083533;-0.4720887;-0.29745513;-0.42899007;-0.2848914;-1.1297166;127900.0
-0.56777793;0.028521786;1.7283388;-0.40057147;-0.14120601;-0.25451985;-0.22487912;-0.9086028;123500.0
-0.56777793;0.028521786;1.8883677;-0.6270427;-0.5697074;-0.52058697;-0.5771251;-0.81759715;111900.0
-0.56777793;0.028418923;1.1682378;1.5326858;1.9042372;2.5527062;1.9042522;-0.9457311;112800.0
-0.56777793;0.028418923;1.8883677;-0.38360906;-0.34243596;0.19037926;-0.2327068;-0.4719157;107900.0
-0.56777793;0.028418923;0.12805006;-0.74302894;-0.6525668;-0.3749043;-0.621482;-1.1407979;137500.0
-0.5698354;0.028418923;0.84818006;-0.5275604;-0.25720915;0.020270782;-0.29271907;-0.9634991;105500.0
-0.5698354;0.028418923;1.4882954;-0.5720294;-0.34243596;-0.17775293;-0.5171128;-0.9882089;95500.0
-0.5698354;0.028418923;1.8883677;-0.89202315;-0.85142934;-0.6924401;-0.86935884;-0.19214803;116100.0
-0.5698354;0.028418923;1.1682378;-0.45558473;-0.38741675;-0.13675243;-0.3762144;-0.9059281;112200.0
-0.57189447;0.028418923;1.8083533;-1.1207865;-1.1757647;-1.0579553;-1.1642017;-1.0041301;75000.0
-0.57189447;0.028418923;0.84818006;-0.98967165;-0.9721673;-0.9244855;-0.9867742;-1.3225545;112500.0
-0.57189447;0.028418923;1.8883677;-0.787498;-0.7164869;;-0.7154143;-0.03293586;125000.0
-0.5739535;0.028521786;-0.67209435;-0.113127254;0.5666499;0.19037926;0.4561298;-1.2633913;115000.0
-0.5657189;0.028213158;1.8883677;-1.0217627;-0.9745347;-0.80322874;-0.9476357;-1.292559;95000.0
-0.5657189;0.028213158;1.8883677;-0.67976373;-0.5649726;-0.5013952;-0.6319189;-0.6920743;96400.0
-0.56777793;0.028213158;1.8883677;-0.848471;-0.78987664;-0.7229724;-0.8302204;-0.7048113;72000.0
-0.56777793;0.028316021;1.8883677;-0.9846288;-0.9319213;-0.8948256;-0.9789465;-0.658385;71300.0
-0.56777793;0.028316021;1.8883677;-0.8058357;-0.76856995;-0.38973427;-0.7519435;-0.4145992;80800.0
-0.5657189;0.028316021;1.7283388;-0.32080227;-0.022835458;;-0.06310689;-1.3934995;128800.0
-0.56777793;0.028316021;1.1682378;-0.55002415;-0.1601453;;-0.16486683;-1.1099744;112500.0
-0.56777793;0.028316021;1.8883677;-0.7489887;-0.6667713;-0.37752137;-0.64235586;-1.3961742;119400.0
-0.56777793;0.028316021;1.2482523;-0.1282559;0.6755508;1.1970725;0.65182203;-1.3219812;118100.0
-0.56777793;0.028418923;1.5683099;-0.42349365;-0.34006855;0.03510075;-0.41274363;-1.0439332;122500.0
-0.56777793;0.028418923;1.6483244;-0.66234285;-0.76383513;-0.50750166;-0.73628813;-0.8812183;106300.0
-0.5657189;0.028418923;0.6881512;-0.12688057;0.08133063;0.14588934;0.05691767;-0.9726698;132500.0
-0.56777793;0.028418923;0.12805006;-0.92136353;-0.93428874;;-0.94241726;-1.3099449;122700.0
-0.56777793;0.028418923;0.92819446;-0.77466154;-0.8064485;-0.76484525;-0.82761115;-1.4957137;113300.0
-0.5657189;0.028418923;1.2482523;-0.5193084;-0.53419626;-0.41852185;-0.5979989;-0.10260712;109500.0
-0.5657189;0.028418923;1.8883677;0.3686971;0.3559503;;0.47961286;0.14525437;164700.0
-0.56365985;0.028418923;1.8883677;-0.8516801;-0.8277552;-0.73344064;-0.79890966;-0.37409574;125000.0
-0.5657189;0.028418923;1.4082811;-0.11633636;0.083698034;0.17991105;0.06735459;-0.6830311;124700.0
-0.5657189;0.028418923;1.6483244;-0.36389598;-0.21222834;-0.20915757;-0.20139605;-0.7493906;136700.0
-0.5657189;0.028418923;0.7681656;0.19678071;0.40566593;0.63353366;0.4117729;-0.56031024;141700.0
-0.5616008;0.028418923;0.04803562;-0.4491665;-0.38741675;-0.4377136;-0.42057133;-0.53789324;150000.0
-0.56365985;0.028418923;1.4882954;-0.49363557;-0.55076814;-0.50750166;-0.54581434;-0.4575228;138800.0
-0.56365985;0.028418923;0.44810784;-0.117253244;0.041084643;0.066505395;0.03865307;-0.5350911;139200.0
-0.56365985;0.028418923;0.52812225;-0.4010299;-0.3092922;-0.25975394;-0.30054677;-0.5105724;143800.0
-0.56365985;0.028521786;0.84818006;-0.28275144;-0.09385779;-0.2894139;-0.09702687;-0.38753313;156500.0
-0.56365985;0.028521786;0.84818006;-0.2758748;-0.21933058;-0.19171055;-0.143993;-0.3827568;151000.0
-0.5616008;0.028521786;1.1682378;0.19494693;-0.0962252;-0.28417978;-0.12050994;0.8146462;273000.0
-0.5616008;0.028521786;1.8883677;-0.49180177;-0.5839119;-0.6409714;-0.60843587;0.6975933;217100.0
-0.56365985;0.028521786;1.8883677;0.41224927;0.40566593;0.3857859;0.53440666;-0.121394165;187100.0
-0.5616008;0.028521786;1.0082089;-0.2520357;-0.4394998;-0.555481;-0.42057133;0.91813403;239600.0
-0.56365985;0.028521786;1.5683099;-0.59541005;-0.6549342;-0.8154416;-0.6501835;0.2681026;229700.0
-0.5595433;0.028521786;1.5683099;-0.42441055;-0.66440386;;-0.6867128;0.6796978;257300.0
-0.5595433;0.028521786;1.4082811;-0.31255028;-0.47027615;-0.58688563;-0.44144517;0.37955093;246900.0
-0.5595433;0.028418923;1.7283388;-0.7572407;-0.81591815;-0.8538251;-0.82761115;-0.4409011;179900.0
-0.5616008;0.028418923;0.92819446;-0.71506387;-0.6715061;-0.6749931;-0.69454044;0.31663048;169600.0
-0.5616008;0.028521786;1.4082811;-0.26533058;-0.31876183;-0.33303145;-0.26662678;0.10952722;203300.0
-0.5595433;0.028521786;1.8883677;-0.36985576;-0.6359949;-0.70116365;-0.5849528;0.21314262;263400.0
-0.5595433;0.028418923;1.3282666;0.045035835;-0.20986094;-0.29203093;-0.12311917;0.62384623;231800.0
-0.5595433;0.028418923;-0.03197882;0.24033286;0.52403647;0.25842264;0.4378652;-0.47573683;140500.0
-0.5616008;0.028418923;0.52812225;-0.37489864;-0.19092165;-0.376649;-0.29010984;-0.8744677;126000.0
-0.5616008;0.028418923;1.6483244;-0.79666686;-0.81591815;-0.6139285;-0.7597712;-0.64322805;122000.0
-0.5616008;0.028418923;1.2482523;-0.45787695;-0.20749351;-0.07568784;-0.026577672;-0.6736057;134700.0
-0.56365985;0.028418923;1.3282666;-0.23140574;-0.015733223;0.07784596;-0.07093458;-0.8024402;139400.0
-0.5616008;0.028418923;1.3282666;-0.27449945;-0.02757028;-0.026836181;-0.0552792;-0.5718372;115400.0
-0.56365985;0.028316021;1.4082811;-0.17455871;-0.0749185;-0.044283204;0.17694224;-0.5996039;137300.0
-0.56365985;0.028316021;1.8883677;-0.5238928;-0.56734;-0.32779735;-0.6058266;-1.1651254;137000.0
-0.56365985;0.028316021;1.8883677;-0.71689767;-0.74726325;-0.5659492;-0.66844815;-0.6485775;142600.0
